Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
36982709,Arde Josefina,Luisa Reyes Retana,"Retana, Luisa Reyes",,"=""""","=""""",3,3.71,Literatura Random House,Kindle Edition,102,2017,2017,,2021/11/27,,,read,,,,1,,,0,,,,,
43237873,"All in, Sinatra",Pedro Zavala,"Zavala, Pedro",,"=""""","=""""",3,3.27,Literatura Random House,Kindle Edition,239,2018,,,2021/11/27,,,read,,,,1,,,0,,,,,
45714065,El clamor de los bosques,Richard Powers,"Powers, Richard",Teresa Lanero Ladrón de Guevara,"=""""","=""""",2,4.11,Alianza Editorial,Kindle Edition,608,2019,2018,,2021/11/27,,,read,,,,1,,,0,,,,,
45486804,La idiota,Elif Batuman,"Batuman, Elif",,"=""""","=""""",3,3.65,Literatura Random House,Kindle Edition,502,2019,2017,,2021/11/27,,,read,,,,1,,,0,,,,,
37723457,Moronga,Horacio Castellanos Moya,"Moya, Horacio Castellanos",,"=""""","=""""",4,3.94,LITERATURA RANDOM HOUSE,Kindle Edition,358,2018,2018,,2021/11/27,,,read,,,,1,,,0,,,,,
45838946,Malaherba,Manuel Jabois,"Jabois, Manuel",,"=""""","=""""",3,3.75,Alfaguara - Penguin Random House,Kindle Edition,136,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
35217060,El diablo en la cruz,Ngũgĩ wa Thiong'o,"Thiong'o, Ngũgĩ wa",,"=""""","=""""",4,3.91,DEBOLS!LLO,Kindle Edition,361,2017,1980,,2021/11/27,,,read,,,,1,,,0,,,,,
44660715,Largo pétalo de mar,Isabel Allende,"Allende, Isabel",,"=""""","=""""",3,4.06,PLAZA & JANES,Kindle Edition,375,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
43413021,Trilogía,Jon Fosse,"Fosse, Jon","Cristina Gómez Baggethun, Kirsti Baggethun","=""""","=""""",3,4.07,De conatus,Kindle Edition,168,2018,2014,,2021/11/27,,,read,,,,1,,,0,,,,,
29976543,The Night,Rodrigo Blanco Calderón,"Calderón, Rodrigo Blanco",,"=""""","=""""",3,3.45,ALFAGUARA,Kindle Edition,397,2016,2016,,2021/11/27,,,read,,,,1,,,0,,,,,
22475216,La soledad de los números primos,Paolo Giordano,"Giordano, Paolo",,"=""""","=""""",3,3.62,Ediciones Salamandra,Kindle Edition,288,2012,2008,,2021/11/27,,,read,,,,1,,,0,,,,,
25306124,Soldados de Salamina,Javier Cercas,"Cercas, Javier",,"=""""","=""""",3,3.82,LITERATURA RANDOM HOUSE,Kindle Edition,208,2015,2001,,2021/11/27,,,read,,,,1,,,0,,,,,
19154422,El invierno en Lisboa (Spanish Edition),Antonio Muñoz Molina,"Molina, Antonio Muñoz",,"=""""","=""9788432290374""",3,3.48,Seix Barral,Kindle Edition,224,2010,1987,,2021/11/27,,,read,,,,1,,,0,,,,,
13379480,La Catedral Del Mar,Ildefonso Falcones,"Falcones, Ildefonso",,"=""""","=""""",4,4.13,GRIJALBO,Kindle Edition,674,2010,2006,,2021/11/27,,,read,,,,1,,,0,,,,,
45572237,Milkman,Anna Burns,"Burns, Anna",Maia Figueroa Evans,"=""""","=""""",3,3.55,Alianza Editorial,Kindle Edition,352,2019,2018,,2021/11/27,,,read,,,,1,,,0,,,,,
40231625,Lincoln en el Bardo,George Saunders,"Saunders, George",,"=""""","=""""",3,3.75,Seix Barral México,Kindle Edition,440,2018,2017,,2021/11/27,,,read,,,,1,,,0,,,,,
53092582,El sol en la cabeza,Geovani Martins,"Martins, Geovani",,"=""""","=""""",3,3.89,ALFAGUARA,Kindle Edition,,2019,2018,,2021/11/27,,,read,,,,1,,,0,,,,,
46157343,La señal,Maxime Chattam,"Chattam, Maxime",José Antonio Soriano Marco,"=""""","=""""",3,3.80,Alfaguara,Kindle Edition,664,2019,2018,,2021/11/27,,,read,,,,1,,,0,,,,,
39101972,Mi pecado,Javier Moro,"Moro, Javier",,"=""""","=""""",3,3.65,Espasa,Kindle Edition,384,2018,2018,,2021/11/27,,,read,,,,1,,,0,,,,,
51195666,"Leopardo Negro, Lobo Rojo",Marlon James,"James, Marlon",Javier Calvo Perales,"=""""","=""""",4,3.43,Seix Barral,Kindle Edition,684,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
45121832,Memorias de un hijueputa,Fernando Vallejo,"Vallejo, Fernando",,"=""""","=""""",4,3.17,ALFAGUARA,Kindle Edition,199,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
36547156,La utilidad del deseo,Juan Villoro,"Villoro, Juan",,"=""""","=""""",4,3.96,Anagrama,Kindle Edition,384,2017,,,2021/11/27,,,read,,,,1,,,0,,,,,
44656651,Aleksandr Solzhenitsyn: Una novela de Lolita Copacabana,Lola Copacabana,"Copacabana, Lola","Tinta Fina, Almudena Sánchez","=""""","=""""",3,3.50,Editorial Barrett,Kindle Edition,232,2019,2015,,2021/11/27,,,read,,,,1,,,0,,,,,
19181302,Purga,Sofi Oksanen,"Oksanen, Sofi",,"=""""","=""""",3,3.90,Ediciones Salamandra,Kindle Edition,384,2011,2008,,2021/11/27,,,read,,,,1,,,0,,,,,
52809976,"Los testamentos (El cuento de la criada, #2)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",3,4.20,Salamandra,Kindle Edition,512,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
24429945,La aventura del tocador de señoras,Eduardo Mendoza,"Mendoza, Eduardo",,"=""""","=""""",3,3.77,Seix Barral,Kindle Edition,384,2011,2001,,2021/11/27,,,read,,,,1,,,0,,,,,
23932019,Perón: Una biografía,Joseph A. Page,"Page, Joseph A.",,"=""""","=""""",3,4.07,SUDAMERICANA,Kindle Edition,636,2014,1983,,2021/11/27,,,read,,,,1,,,0,,,,,
52108391,El Rey (Colomba y Dante #3),Sandrone Dazieri,"Dazieri, Sandrone",,"=""""","=""""",5,3.96,Alfaguara,Kindle Edition,512,2019,2020,,2021/11/27,,,read,,,,1,,,0,,,,,
52357785,El vendedor de silencio,Enrique Serna,"Serna, Enrique",,"=""""","=""""",5,4.44,Alfaguara,Kindle Edition,480,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
29963826,Sobre los huesos de los muertos,Olga Tokarczuk,"Tokarczuk, Olga",,"=""""","=""""",5,3.96,Océano,Kindle Edition,304,2015,2009,,2021/11/27,,,read,,,,1,,,0,,,,,
40034497,Melancolía de la resistencia (Narrativa del Acantilado nº 17),László Krasznahorkai,"Krasznahorkai, László",Adan Kovacsics,"=""""","=""""",3,4.15,Acantilado,Kindle Edition,424,2018,1989,,2021/11/27,,,read,,,,1,,,0,,,,,
48548133,Los errantes,Olga Tokarczuk,"Tokarczuk, Olga",Agata Orzeszek Sujak,"=""""","=""""",5,3.77,Editorial Anagrama,Kindle Edition,400,2019,2007,,2021/11/27,,,read,,,,1,,,0,,,,,
42955971,Pekín en coma,Ma Jian,"Jian, Ma",,"=""""","=""""",3,3.86,LITERATURA RANDOM HOUSE,Kindle Edition,658,2011,2008,,2021/11/27,,,read,,,,1,,,0,,,,,
44037536,Diez novelas de César Aira,César Aira,"Aira, César",,"=""""","=""""",3,3.58,Literatura Random House,Kindle Edition,560,2019,,,2021/11/27,,,read,,,,1,,,0,,,,,
50878755,La repetición (El Libro De Bolsillo - Bibliotecas De Autor - Biblioteca Handke),Peter Handke,"Handke, Peter",Eustaquio Barjau,"=""""","=""""",2,3.69,Alianza Editorial,Kindle Edition,320,2018,1986,,2021/11/27,,,read,,,,1,,,0,,,,,
29084084,La flor púrpura,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi","Laura Rins Calahorra, Gabriela Ybarra","=""""","=""""",4,4.16,Literatura Random House,Kindle Edition,320,2016,2003,,2021/11/27,,,read,,,,1,,,0,,,,,
22012550,La bastarda de Estambul,Elif Shafak,"Shafak, Elif",,"=""""","=""""",4,3.85,Lumen,Kindle Edition,381,2010,2006,,2021/11/27,,,read,,,,1,,,0,,,,,
33987508,El arquitecto del universo,Elif Shafak,"Shafak, Elif",,"=""""","=""""",3,4.01,LUMEN,Kindle Edition,624,2015,2013,,2021/11/27,,,read,,,,1,,,0,,,,,
27271892,La camisa del marido,Nélida Piñon,"Piñon, Nélida",,"=""""","=""""",3,3.22,Alfaguara,Kindle Edition,95,2015,2016,,2021/11/27,,,read,,,,1,,,0,,,,,
31331393,La gruta del Toscano (Hotel de las Letras),Ignacio Padilla,"Padilla, Ignacio",,"=""""","=""""",3,3.38,Océano,Kindle Edition,328,2015,2011,,2021/11/27,,,read,,,,1,,,0,,,,,
34569716,Tiempo de cenizas (Trilogía del siglo XX 3),Jorge Volpi,"Volpi, Jorge",,"=""""","=""""",4,4.24,Debolsillo,Kindle Edition,462,2016,,,2021/11/27,,,read,,,,1,,,0,,,,,
24721288,El complot mongol,Rafael Bernal,"Bernal, Rafael",,"=""""","=""""",5,4.03,Mortiz,Kindle Edition,185,2013,1969,,2021/11/27,,,read,,,,1,,,0,,,,,
23165483,Las películas de mi vida,Alberto Fuguet,"Fuguet, Alberto",,"=""""","=""""",3,3.37,Alfaguara,Kindle Edition,269,2011,2003,,2021/11/27,,,read,,,,1,,,0,,,,,
48714660,Premio Planeta 2019: ganador y finalista (pack),Javier Cercas,"Cercas, Javier",Manuel Vilas,"=""""","=""""",5,4.80,Editorial Planeta,Kindle Edition,638,2019,,,2021/11/27,,,read,,,,1,,,0,,,,,
41998128,Architects of Intelligence: The truth about AI from the people building it,Martin Ford,"Ford, Martin",,"=""""","=""""",5,4.16,Packt Publishing,Kindle Edition,554,2018,,,2021/11/27,,,read,,,,1,,,0,,,,,
22063607,"The Innovators: How a Group of Inventors, Hackers, Geniuses, and Geeks Created the Digital Revolution",Walter Isaacson,"Isaacson, Walter",,"=""""","=""""",4,4.05,Simon & Schuster,Kindle Edition,528,2014,2014,,2021/11/27,,,read,,,,1,,,0,,,,,
15815598,"Big Data: A Revolution That Will Transform How We Live, Work, and Think",Viktor Mayer-Schönberger,"Mayer-Schönberger, Viktor",Kenneth Cukier,"=""0544002695""","=""9780544002692""",3,3.68,Houghton Mifflin Harcourt,Hardcover,242,2013,2013,,2021/11/27,,,read,,,,1,,,0,,,,,
45004977,Storytelling with Data: Let's Practice!,Cole Nussbaumer Knaflic,"Knaflic, Cole Nussbaumer",,"=""1119621496""","=""9781119621492""",4,4.53,Wiley,Paperback,448,2019,,,2021/11/27,,,read,,,,1,,,0,,,,,
26535513,Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,"Knaflic, Cole Nussbaumer",,"=""1119002257""","=""9781119002253""",5,4.39,Wiley,Paperback,288,2015,2015,,2021/11/27,,,read,,,,1,,,0,,,,,
27309871,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0198739834""","=""9780198739838""",5,3.87,"Oxford University Press, USA",Paperback,415,2016,2014,,2021/11/27,,,read,,,,1,,,0,,,,,
49109225,El traidor: El diario secreto del hijo del Mayo,Anabel Hernández,"Hernández, Anabel",,"=""""","=""""",5,4.32,Grijalbo,Kindle Edition,384,2019,,,2021/11/27,,,read,,,,1,,,0,,,,,
17288649,Creative Confidence: Unleashing the Creative Potential Within Us All,Tom Kelley,"Kelley, Tom",David Kelley,"=""038534936X""","=""9780385349369""",5,3.98,Crown Business,Hardcover,288,2013,2013,,2021/11/27,,,read,,,,1,,,0,,,,,
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0525512179""","=""9780525512172""",5,4.16,Random House,Hardcover,372,2018,2018,,2021/11/27,,,read,,,,1,,,0,,,,,
853571,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,"Goleman, Daniel",,"=""055338371X""","=""9780553383713""",4,4.01,Bantam,Paperback,358,2005,1995,,2021/11/27,,,read,,,,1,,,0,,,,,
25138573,Distancia de rescate,Samanta Schweblin,"Schweblin, Samanta",,"=""""","=""""",3,3.74,Literatura Random House,Kindle Edition,128,2015,2014,,2021/11/27,,,read,,,,1,,,0,,,,,
23262331,"Tengo que morir todas las noches: Una crónica de los ochenta, el underground y la cultura gay",Guillermo Osorno,"Osorno, Guillermo",,"=""""","=""""",3,3.88,Debate,Kindle Edition,239,2014,2014,,2021/11/27,,,read,,,,1,,,0,,,,,
52619546,La paciente silenciosa,Alex Michaelides,"Michaelides, Alex",,"=""""","=""""",3,4.12,Alfaguara,Kindle Edition,302,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
34069132,El día que se perdió la cordura,Javier Castillo,"Castillo, Javier",,"=""""","=""""",3,3.69,SUMA,Kindle Edition,356,2017,2014,,2021/11/27,,,read,,,,1,,,0,,,,,
44035112,Desierto Sonido,Valeria Luiselli,"Luiselli, Valeria",,"=""""","=""""",3,3.83,Vintage Espanol,Kindle Edition,,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
22452728,Nuevas líneas de investigación. 21 relatos sobre la impunidad,Martín Solares,"Solares, Martín","Mario Bellatin, Federico Campbell, Horacio Castellanos, Andres de Luna, Guillermo Fadanelli, Sergio González Rodríguez, Mario González Suárez, Francisco Hinojosa, Hugo Hiriart, Élmer Mendoza, Carlos Monsiváis, Sergio, Ríos, Juan Pitol, Juan, José Rodríguez, Daniel Sada, Guillermo Sheridan, Subcomandante Marcos, Trino, Jorge Volpi, Juan Villoro","=""""","=""""",4,3.73,Ediciones Era,Kindle Edition,232,2003,2003,,2021/11/27,,,read,,,,1,,,0,,,,,
38621281,Carta breve para un largo adiós (El libro de bolsillo - Bibliotecas de autor - Biblioteca Handke),Peter Handke,"Handke, Peter",Miguel Sáenz,"=""""","=""""",3,3.37,Alianza Editorial,Kindle Edition,203,2013,1972,,2021/11/27,,,read,,,,1,,,0,,,,,
38326076,Fue,Vicente Herrasti,"Herrasti, Vicente",,"=""""","=""""",3,3.55,Alfaguara,Kindle Edition,463,2017,,,2021/11/27,,,read,,,,1,,,0,,,,,
32999004,El momento de la sensación verdadera,Peter Handke,"Handke, Peter",,"=""""","=""""",2,3.48,Alfaguara,Kindle Edition,94,2010,1975,,2021/11/27,,,read,,,,1,,,0,,,,,
44069530,Murakami 2020 Diary,Haruki Murakami,"Murakami, Haruki",,"=""1787301621""","=""9781787301627""",3,4.39,Harvill Secker,Hardcover,128,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
43441401,La hija de la española,Karina Sainz Borgo,"Borgo, Karina Sainz",,"=""""","=""""",3,3.69,Lumen,Kindle Edition,198,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
24490624,Tokio ya no nos quiere,Ray Loriga,"Loriga, Ray",,"=""""","=""""",4,3.72,ALFAGUARA,Kindle Edition,215,2014,1999,,2021/11/27,,,read,,,,1,,,0,,,,,
24474881,La oculta,Héctor Abad Faciolince,"Faciolince, Héctor Abad",,"=""""","=""""",4,4.03,Alfaguara,Kindle Edition,321,2014,2014,,2021/11/27,,,read,,,,1,,,0,,,,,
53584878,Dos hermanas,David Foenkinos,"Foenkinos, David",,"=""""","=""""",3,3.47,,Kindle Edition,,2020,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
49825433,M. El hijo del siglo,Antonio Scurati,"Scurati, Antonio",,"=""""","=""""",4,4.14,Alfaguara,Kindle Edition,808,2020,2018,,2021/11/27,,,read,,,,1,,,0,,,,,
51683995,Carta de un ateo guatemalteco al Santo Padre,Rodrigo Rey Rosa,"Rosa, Rodrigo Rey",,"=""""","=""""",4,3.29,ALFAGUARA,Kindle Edition,145,2020,,,2021/11/27,,,read,,,,1,,,0,,,,,
36342574,Tráiganme la cabeza de Quentin Tarantino,Julián Herbert,"Herbert, Julián",,"=""""","=""""",5,3.74,Literatura Random House,Kindle Edition,240,2017,2017,,2021/11/27,,,read,,,,1,,,0,,,,,
52783238,Ahora imagino cosas,Julián Herbert,"Herbert, Julián",,"=""""","=""""",4,3.61,Literatura Random House,Kindle Edition,154,2019,,,2021/11/27,,,read,,,,1,,,0,,,,,
19487914,Mala índole: Cuentos aceptados y aceptables,Javier Marías,"Marías, Javier",,"=""""","=""""",5,3.82,Alfaguara,Kindle Edition,333,2012,1996,,2021/11/27,,,read,,,,1,,,0,,,,,
51109472,Salvar el fuego,Guillermo Arriaga,"Arriaga, Guillermo",,"=""""","=""""",5,4.33,Alfaguara,Kindle Edition,664,2020,2020,,2021/11/27,,,read,,,,1,,,0,,,,,
45036647,Hotel silencio,Auður Ava Ólafsdóttir,"Ólafsdóttir, Auður Ava",,"=""""","=""""",3,3.82,ALFAGUARA,Kindle Edition,,2019,2016,,2021/11/27,,,read,,,,1,,,0,,,,,
19317718,El lector,Bernhard Schlink,"Schlink, Bernhard",Joan Parra Contreras,"=""""","=""""",4,3.77,Anagrama,Kindle Edition,208,2012,1995,,2021/11/27,,,read,,,,1,,,0,,,,,
53026993,Yo soy una señora,Jaime Bayly,"Bayly, Jaime",,"=""""","=""""",5,3.11,ALFAGUARA,Kindle Edition,270,2019,,,2021/11/27,,,read,,,,1,,,0,,,,,
45833066,Corazón mestizo: El delirio de Cuba,Pedro Juan Gutiérrez,"Gutiérrez, Pedro Juan",,"=""""","=""""",3,3.46,,Kindle Edition,,2019,2007,,2021/11/27,,,read,,,,1,,,0,,,,,
43427456,Todo lo que sucedió con Miranda Huff,Javier Castillo,"Castillo, Javier",,"=""""","=""""",4,3.81,SUMA,Kindle Edition,,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
52384866,Tenebra,Daniel Krauze,"Krauze, Daniel",,"=""""","=""9786070765957""",5,4.04,Seix Barral,Kindle Edition,,2020,,,2021/11/27,,,read,,,,1,,,0,,,,,
53654586,Medio siglo con Borges,Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""""","=""""",3,3.78,,Kindle Edition,112,2020,2004,,2021/11/27,,,read,,,,1,,,0,,,,,
53814156,Ava en la noche,Manuel Vicent,"Vicent, Manuel",,"=""""","=""""",3,3.46,,Kindle Edition,,2020,2020,,2021/11/27,,,read,,,,1,,,0,,,,,
50442745,Casas y tumbas,Bernardo Atxaga,"Atxaga, Bernardo",,"=""""","=""""",3,3.49,ALFAGUARA,Kindle Edition,354,2020,,,2021/11/27,,,read,,,,1,,,0,,,,,
48929945,El amante polaco L1,Elena Poniatowska,"Poniatowska, Elena",,"=""""","=""""",2,3.54,Seix Barral México,Kindle Edition,259,2019,,,2021/11/27,,,read,,,,1,,,0,,,,,
39782384,El hombre de tiza,C.J. Tudor,"Tudor, C.J.",Carlos Abreu Fetter,"=""""","=""""",3,3.73,Plaza & Janés,Kindle Edition,354,2018,2018,,2021/11/27,,,read,,,,1,,,0,,,,,
49022993,Progenie,Susana Martín Gijón,"Gijón, Susana Martín",,"=""""","=""""",3,3.67,ALFAGUARA,Kindle Edition,,2020,,,2021/11/27,,,read,,,,1,,,0,,,,,
19263661,Sonar en Cubano,Cristina García,"García, Cristina",,"=""""","=""""",4,3.69,Ballantine Books,Kindle Edition,336,2011,1992,,2021/11/27,,,read,,,,1,,,0,,,,,
53662611,La cueva del cíclope: Tuiteos sobre literatura en el bar de Lola (2010-2020),Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",,"=""""","=""""",2,3.47,,Kindle Edition,,2020,,,2021/11/27,,,read,,,,1,,,0,,,,,
22590017,Blonde,Joyce Carol Oates,"Oates, Joyce Carol",Random House,"=""""","=""""",3,4.00,Alfaguara,Kindle Edition,942,2012,2000,,2021/11/27,,,read,,,,1,,,0,,,,,
29476258,"Los muchachos de zinc: Voces soviéticas de la guerra de Afganistán (Voces de utopía, #3)",Svetlana Alexievich,"Alexievich, Svetlana",,"=""""","=""""",3,4.26,DEBATE,Kindle Edition,416,2016,1989,,2021/11/27,,,read,,,,1,,,0,,,,,
53513224,Señales que precederán al fin del mundo,Yuri Herrera,"Herrera, Yuri",,"=""""","=""""",3,3.92,Editorial Periferica;,Kindle Edition,75,2020,2009,,2021/11/27,,,read,,,,1,,,0,,,,,
32735351,El laberinto de los espíritus (El cementerio de los libros olvidados #4),Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,"=""""","=""""",3,4.51,Vintage Español,Kindle Edition,928,2016,2016,,2021/11/27,,,read,,,,1,,,0,,,,,
53556401,Un lugar llamado Antaño,Olga Tokarczuk,"Tokarczuk, Olga","Ester Rabasco Macías, Bogumiła Wyrzykowska","=""""","=""""",5,4.28,,Kindle Edition,242,2020,1996,,2021/11/27,,,read,,,,1,,,0,,,,,
50638724,La madre de Frankenstein (Episodios de una guerra interminable),Almudena Grandes,"Grandes, Almudena",,"=""""","=""""",4,4.22,Tusquets Editores S.A.,Kindle Edition,542,2020,2020,,2021/11/27,,,read,,,,1,,,0,,,,,
46122724,La muerte de Jesús,J.M. Coetzee,"Coetzee, J.M.",,"=""""","=""""",4,3.82,EL HILO DE ARIADNA - LRH,Kindle Edition,199,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
40055841,La última cripta (Las aventuras de Ulises Vidal #1),Fernando Gamboa,"Gamboa, Fernando",,"=""""","=""""",3,3.86,,Kindle Edition,434,2018,2007,,2021/11/27,,,read,,,,1,,,0,,,,,
54418596,"Niña, mujer, otras",Bernardine Evaristo,"Evaristo, Bernardine",Julia Osuna Aguilar,"=""""","=""""",4,4.36,,Kindle Edition,,2020,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
52140846,Quijote,Salman Rushdie,"Rushdie, Salman",Javier Calvo Perales,"=""""","=""9789878319193""",3,3.82,Seix Barral,Kindle Edition,,2020,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
48897283,La sala Marte,Rachel Kushner,"Kushner, Rachel",,"=""""","=""""",3,3.47,ALFAGUARA,Kindle Edition,308,2019,2018,,2021/11/27,,,read,,,,1,,,0,,,,,
50711447,La casa holandesa,Ann Patchett,"Patchett, Ann","Carmen Francí Ventosa, Alianza de Novelas AdN","=""""","=""""",4,4.10,Alianza Editorial,Kindle Edition,392,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
51911249,"Kim Ji-young, nacida en 1982",Cho Nam-Joo,"Nam-Joo, Cho",,"=""""","=""""",4,4.16,Alfaguara,Kindle Edition,144,2019,2016,,2021/11/27,,,read,,,,1,,,0,,,,,
50005785,1793,Niklas Natt och Dag,"Dag, Niklas Natt och",,"=""""","=""""",3,3.87,SALAMANDRA,Kindle Edition,432,2020,2017,,2021/11/27,,,read,,,,1,,,0,,,,,
46116442,EL ASESINO DE ALCASSER (y la navaja de Occam),Teresa Ortiz-Tagle,"Ortiz-Tagle, Teresa",Javier Cosnava,"=""""","=""""",3,3.89,,Kindle Edition,294,2019,,,2021/11/27,,,read,,,,1,,,0,,,,,
53287777,El enigma de la habitación 622,Joël Dicker,"Dicker, Joël",,"=""""","=""""",4,3.89,Alfaguara,Kindle Edition,,2020,2020,,2021/11/27,,,read,,,,1,,,0,,,,,
25358327,10:04,Ben Lerner,"Lerner, Ben",,"=""""","=""""",4,3.75,RESERVOIR BOOKS,Kindle Edition,206,2015,2014,,2021/11/27,,,read,,,,1,,,0,,,,,
36547901,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""""","=""""",4,4.05,Crown,Kindle Edition,370,2012,2012,,2021/11/27,,,read,,,,1,,,0,,,,,
40494022,Canción de sangre y oro,Jorge Molist,"Molist, Jorge",,"=""""","=""""",3,3.84,Editorial Planeta,Kindle Edition,681,2018,2018,,2021/11/27,,,read,,,,1,,,0,,,,,
46019345,"Algún día, hoy",Ángela Becerra,"Becerra, Ángela",,"=""""","=""""",3,4.08,Editorial Planeta,Kindle Edition,816,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
51181114,Y Julia retó a los dioses,Santiago Posteguillo,"Posteguillo, Santiago",,"=""""","=""""",3,4.50,Editorial Planeta,Kindle Edition,865,2020,2020,,2021/11/27,,,read,,,,1,,,0,,,,,
51631772,La cara norte del corazón,Dolores Redondo,"Redondo, Dolores",,"=""""","=""""",3,4.02,Ediciones Destino,Kindle Edition,688,2019,2019,,2021/11/27,,,read,,,,1,,,0,,,,,
35272156,El coloso de Nueva York,Colson Whitehead,"Whitehead, Colson",Cruz Rodríguez Juiz,"=""""","=""""",2,3.72,Literatura Random House,Kindle Edition,208,2017,2003,,2021/11/27,,,read,,,,1,,,0,,,,,
25213356,El murmullo de las abejas,Sofía Segovia,"Segovia, Sofía",,"=""""","=""""",3,4.26,Lumen,Kindle Edition,496,2015,2015,,2021/11/27,,,read,,,,1,,,0,,,,,
40647624,"Locos, ricos y asiáticos (Locos, ricos y asiáticos, #1)",Kevin Kwan,"Kwan, Kevin",,"=""""","=""""",3,3.87,SUMA INTERNACIONAL,Kindle Edition,475,2018,2013,,2021/11/27,,,read,,,,1,,,0,,,,,
30214682,Los narcos gringos: Una radiografía inédita del tráfico de drogas en Estados Unidos,J. Jesús Esquivel,"Esquivel, J. Jesús",,"=""""","=""""",3,3.76,Grijalbo,Kindle Edition,248,2016,,,2021/11/27,,,read,,,,1,,,0,,,,,
53920351,Cuando México perdió la esperanza,Francisco Martín Moreno,"Moreno, Francisco Martín",,"=""""","=""""",4,3.89,Alfaguara,Kindle Edition,124,2020,,,2021/11/27,,,read,,,,1,,,0,,,,,
33023027,Las tres pasiones,Elif Shafak,"Shafak, Elif",,"=""""","=""""",3,3.81,LUMEN,Kindle Edition,388,2016,2016,,2021/11/27,,,read,,,,1,,,0,,,,,
55031901,Línea de fuego,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",,"=""""","=""""",3,4.19,Alfaguara,Kindle Edition,688,2020,2020,,2021/11/27,,,read,,,,1,,,0,,,,,
54356634,El ángel de Múnich,Fabiano Massimi,"Massimi, Fabiano",,"=""""","=""""",5,3.95,,Kindle Edition,,2020,2020,,2021/11/27,,,read,,,,1,,,0,,,,,
28256624,Viaje de novios,Patrick Modiano,"Modiano, Patrick",María Teresa Gallego Urrutia,"=""""","=""""",4,3.70,Editorial Anagrama,Kindle Edition,152,2015,1990,,2021/11/27,,,read,,,,1,,,0,,,,,
41543548,Ethics and Data Science,Mike Loukides,"Loukides, Mike","Hilary Mason, Dj Patil","=""""","=""""",4,4.18,O'Reilly Media,Kindle Edition,41,2018,,,2021/11/27,,,read,,,,1,,,0,,,,,
53913766,La vida desnuda: Premio Azorín de Novela 2020 (Autores Españoles e Iberoamericanos),Mónica Carrillo,"Carrillo, Mónica",,"=""""","=""""",2,3.21,,Kindle Edition,,2020,,,2021/11/27,,,read,,,,1,,,0,,,,,
53543435,El corazón con que vivo: Premio Primavera de Novela 2020,Peridis,"Peridis, Peridis",,"=""""","=""""",2,3.75,,Kindle Edition,,2020,,,2021/11/27,,,read,,,,1,,,0,,,,,
53335761,Noche y océano,Raquel Taranilla,"Taranilla, Raquel",,"=""""","=""9789584287960""",3,3.10,,kindle_edition,,2020,2020,,2021/11/27,,,read,,,,1,,,0,,,,,
43429709,El caso Hartung,Søren Sveistrup,"Sveistrup, Søren",Lisa Pram,"=""""","=""""",4,4.20,Roca Editorial,Kindle Edition,474,2019,2018,,2021/11/27,,,read,,,,1,,,0,,,,,
21468801,El fruto del honor,Elif Shafak,"Shafak, Elif",,"=""""","=""9789588639222""",4,4.08,LUMEN,Paperback,501,2012,2011,,2021/11/27,,,read,,,,1,,,0,,,,,
